x_gt,y_gt,z_gt,x_tag,y_tag,z_tag,err_x,err_y,err_z,err_norm
0.34577040849731633,0.02097376278998991,-0.0531806247709244,0.36967481930809853,0.02538352744281714,-0.05045439506019182,0.023904410810782206,0.00440976465282723,0.0027262297107325806,0.024460155537928345
0.36602066801953176,0.0035962676757747393,-0.055215991212839294,0.36874655262136413,0.004456549214901014,-0.03022315698159939,0.0027258846018323735,0.0008602815391262749,0.024992834231239904,0.025155760654357193
0.41685639053745605,-0.04591256532391805,-0.055207735635675076,0.432421052872685,-0.05737994278202867,-0.06133826667900669,0.015564662335228963,-0.01146737745811062,-0.006130531043331611,0.020281589440912448
0.41639444743895887,0.004085683077035487,-0.055208655989479556,0.4316491020952642,0.005149983355916286,-0.061323758227429644,0.015254654656305322,0.0010643002788807993,-0.0061151022379500874,0.01646911349002567
0.41593180817116426,0.054083477568259264,-0.05520966914585262,0.43117420147072183,0.06762966133786892,-0.06131448391265948,0.015242393299557566,0.013546183769609657,-0.006104814766806861,0.021286108417356533
0.4154702168272746,0.1040817626745512,-0.05521055116508134,0.4311936558775109,0.0676416801549463,-0.06131955351086956,0.01572343905023632,-0.0364400825196049,-0.00610900234578822,0.04015502533012471
0.46767650142457834,-0.09543421097612156,-0.0551999069840603,0.4956326291845863,-0.11900465227129003,-0.06116015244671295,0.027956127760007943,-0.02357044129516847,-0.005960245462652648,0.03704909321640601
0.46721490242309943,-0.04542943091601953,-0.05520085636387991,0.4950341661057489,-0.05659327520377764,-0.06119252779566705,0.027819263682649475,-0.011163844287758108,-0.005991671431787138,0.030568660056871703
0.4667528929680446,0.004568890710725039,-0.05520148072693354,0.4947156780282773,0.005800954830255216,-0.061153827170858543,0.027962785060232698,0.0012320641195301772,-0.005952346443925005,0.028615830557716007
0.466292344188415,0.05456009881316888,-0.055202092009237334,0.4937899760490029,0.06822378529476351,-0.0611937030956492,0.0274976318605879,0.013663686481594634,-0.005991611086411865,0.0312844288683451
0.4658309165245305,0.10455815765915515,-0.05520281816838587,0.49320504829482237,0.1306514462233589,-0.061176843745225286,0.027374131770291854,0.026093288564203745,-0.005974025576839417,0.038286966187788235
0.465366231452969,0.1545630784386916,-0.05520409740953005,0.4932434549683419,0.13062640691197863,-0.06117499230539347,0.027877223515372862,-0.02393667152671297,-0.0059708948958634225,0.03722573599757642
0.5184881327473585,-0.14494234573410913,-0.055191757055545375,0.5594043012283894,-0.18100308173000063,-0.061132450431898785,0.04091616848103086,-0.03606073599589149,-0.005940693376353411,0.054861656569277384
0.5180246489505141,-0.09495208914694678,-0.05519248343334245,0.5581520333782017,-0.11819027894475044,-0.06106850931896331,0.040127384427687596,-0.023238189797803663,-0.005876025885620854,0.04674128930928903
0.5175630516591951,-0.044946649294269135,-0.05519349772992321,0.5571928593314384,-0.05577962161681149,-0.06103024033078544,0.03962980767224322,-0.010832972322542357,-0.005836742600862227,0.041496295131838896
0.5171018255103981,0.005043943802342242,-0.055194172608879495,0.556677864354844,0.0065624532228236955,-0.0610209315484075,0.03957603884444594,0.0015185094204814538,-0.005826758939528005,0.04003148562340092
0.5166390143682578,0.05504977911309895,-0.05519501184800183,0.5566981853584384,0.06888376541105665,-0.0610506192851159,0.04005917099018064,0.0138339862979577,-0.005855607437114066,0.042783226804089906
