d_goal,x_gt,y_gt,x_tag,y_tag,err_tag_x,err_tag_y,err_tag_norm,dist_final,err_approach
0.49,0.4769338416711545,-0.00025184242902658396,0.5069698522505699,-1.513068965744885e-06,0.030036010579415406,0.0002503293600608391,0.030037053722282128,0.4769339081631908,-0.01306609183680918
0.5,0.48436202727570976,-0.0002681221959509829,0.516138472668075,-5.505721440808476e-05,0.03177644539236524,0.00021306498154289815,0.0317771596978133,0.4843621014862201,-0.01563789851377989
0.51,0.4921945529662609,-0.00027914496394962243,0.5265727188033115,-1.6096380780040115e-05,0.034378165837050556,0.00026304858316958233,0.03437917219592202,0.49219463212388687,-0.017805367876113143
0.52,0.5002933169876549,-0.00028729341486845414,0.5362184598215796,-5.4740493307727717e-05,0.03592514283392467,0.00023255292156072643,0.03592589551422784,0.5002933994767634,-0.019706600523236584
0.53,0.5085491976579419,-0.00031085858608607633,0.5466296385715786,-5.609185685796875e-06,0.038080440913636715,0.00030524940040027945,0.03808166431989839,0.5085492926664995,-0.02145070733350052
0.54,0.51725629052752,-0.0003109993095346287,0.5571341737242888,1.1460241344671632e-06,0.03987788319676877,0.0003121453336690958,0.03987910484156414,0.5172563840213678,-0.02274361597863228
0.55,0.5253120200162874,-0.00032742653065230516,0.567696405318765,-2.1982698228453283e-05,0.04238438530247757,0.0003054438324238519,0.042385485881415136,0.5253121220586151,-0.02468787794138494
0.56,0.5328158894148791,-0.0003296313678157495,0.577209424571845,-2.1405229701948888e-05,0.04439353515696587,0.00030822613811380066,0.04439460515743981,0.5328159913795825,-0.027184008620417588
0.5700000000000001,0.5411986907062403,-0.00035325075571768704,0.5862794118899193,-0.00013514858772886292,0.04508072118367901,0.00021810216798882412,0.04508124877370065,0.5411988059929965,-0.02880119400700354
0.5800000000000001,0.5491507831229276,-0.000360843834293238,0.5959063336260866,-9.232206397985337e-05,0.04675555050315894,0.00026852177031338467,0.04675632157039921,0.5491509016771233,-0.030849098322876745
0.5900000000000001,0.557182178719962,-0.0003868878429439597,0.6071270608469737,-0.00011854112890239263,0.04994488212701165,0.00026834671404156707,0.04994560301608165,0.557182313040648,-0.032817686959352055
0.4,0.4027420639878572,-0.0001400544134170985,0.4146463335086696,-3.0200276674949802e-05,0.01190426952081236,0.00010985413674214871,0.01190477638410321,0.4027420883399673,0.0027420883399672524
0.41000000000000003,0.41246050415140195,-0.00015651921511838153,0.4265379342810799,-3.437900821683084e-05,0.014077430129677937,0.0001221402069015507,0.014077959983112119,0.41246053384911063,0.002460533849110602
0.42000000000000004,0.4197139417134807,-0.00016622120355490753,0.4357130237218951,-3.651545244545905e-05,0.015999082008414378,0.0001297057511094485,0.01599960776687477,0.4197139746281455,-0.0002860253718545147
0.43000000000000005,0.4283580707220754,-0.00018172108918179327,0.44644497698475205,-1.0822776984749229e-05,0.018086906262676672,0.00017089831219704404,0.018087713630748483,0.4283581092675762,-0.001641890732423823
0.44,0.43704900987355927,-0.0001932560680719034,0.4575198265084125,-4.0253445887055464e-05,0.02047081663485323,0.00015300262218484792,0.020471388411638793,0.4370490526009253,-0.0029509473990746993
0.45,0.4445758948715305,-0.00019858369747393186,0.46680186712108274,-2.02658899316278e-05,0.02222597224955225,0.00017831780754230407,0.022226687555242087,0.4445759392233311,-0.005424060776668904
0.46,0.4524830719881056,-0.0002054271888984341,0.4765705263800666,9.541765932769133e-06,0.024087454391960972,0.00021496895483120323,0.024088413620168954,0.45248311862004653,-0.007516881379953488
0.47000000000000003,0.46037620053259776,-0.00022740783914890515,0.4864665271245018,-5.723233945512612e-05,0.026090326591904023,0.00017017549969377903,0.02609088157523448,0.46037625669788396,-0.009623743302116072
0.48000000000000004,0.46839269906514647,-0.00023170054985483237,0.49657268955331846,-4.5694941568148644e-05,0.02817999048817199,0.0001860056082866837,0.028180604358313148,0.46839275637297983,-0.011607243627020203
0.49,0.4752651388625036,-0.00023577150183677265,0.5053590407086558,2.3661862822942355e-05,0.030093901846152182,0.000259433364659715,0.03009502008632891,0.4752651973437524,-0.014734802656247603
0.5,0.48476646517633654,-0.0002768175675599638,0.5167431158043274,-8.715693997557254e-06,0.03197665062799088,0.0002681018735624066,0.03197777453168367,0.48476654421228993,-0.01523345578771007
0.51,0.4921079744339368,-0.0002703606267569203,0.5263430761890804,-8.36840765274974e-06,0.034235101755143604,0.0002619922191041706,0.034236104219199766,0.4921080487010354,-0.017891951298964592
0.52,0.5001020546875717,-0.0002677271529020088,0.5360302155617391,-2.698675661377453e-05,0.03592816087416739,0.00024074039628823427,0.035928967418205296,0.5001021263507679,-0.019897873649232123
0.53,0.5082840770285509,-0.00029207912841381413,0.5463081118054323,2.2464407098332685e-05,0.03802403477688132,0.0003145435355121468,0.03802533574275463,0.5082841609483648,-0.02171583905163521
0.54,0.5170756946620457,-0.0003067949639039598,0.5572926884236886,-1.0967387221594617e-05,0.040216993761642894,0.0002958275766823652,0.04021808176901466,0.5170757856769035,-0.022924214323096548
0.55,0.5247858161246423,-0.00033660839758153406,0.5670090648040352,-8.454545637327943e-05,0.04222324867939298,0.0002520629412082546,0.04222400105115799,0.5247859240784,-0.025214075921600076
0.56,0.5334480977483337,-0.00034179481537746734,0.5774313345640952,-7.367410242429254e-05,0.04398323681576155,0.0002681207129531748,0.04398405403675378,0.5334482072469751,-0.026551792753024994
0.5700000000000001,0.5419786326171857,-0.00034859571525746403,0.5875142419359063,-1.5841000537929093e-05,0.04553560931872058,0.00033275471471953496,0.04553682511690205,0.5419787447239671,-0.02802125527603294
0.5800000000000001,0.5489503753923444,-0.0003510699258371633,0.596192922653106,-8.437484564244718e-05,0.0472425472607616,0.0002666950801947161,0.04724330003239712,0.5489504876521093,-0.031049512347890773
0.5900000000000001,0.5557971760859572,-0.00039480431188672034,0.6053134010854879,-5.268932183677516e-05,0.04951622499953068,0.00034211499004994515,0.04951740684719429,0.5557973163083546,-0.034202683691645475
