x_gt,y_gt,z_gt,x_tag,y_tag,z_tag,err_x,err_y,err_z,err_norm
0.350866956447616,-0.009729687991992208,-0.05630600278524731,0.37726761286126165,-0.011893163573780065,-0.05253275744686572,0.02640065641364564,-0.0021634755817878572,0.003773245338381595,0.02675654435924003
0.3562425076325775,-0.027403516954975643,-0.05521975517288445,0.382796841367437,-0.034138005860281276,-0.04970622042083936,0.026554333734859548,-0.006734488905305633,0.005513534752045093,0.027944320467314883
0.35624404046190705,-0.002402453156524194,-0.05521942390676029,0.3827946885782099,-0.0029195563082566943,-0.03123215481241824,0.026550648116302866,-0.0005171031517325004,0.02398726909434205,0.035785379551845554
0.35624457837518514,0.022600543882168967,-0.05521977305516353,0.3827419317693341,0.028339689046212004,-0.037028444207473435,0.026497353394148937,0.005739145164043037,0.0181913288476901,0.03264922616775437
0.3816299993236685,-0.02738108116644561,-0.055215635694666004,0.38827323915627654,-0.034097532774636695,-0.054065443988414855,0.006643239832608061,-0.006716451608191086,0.0011501917062511496,0.009516632736417433
0.38163065799921536,-0.0023779478368092313,-0.05521596703256738,0.38828047402300137,-0.0028598681490544717,-0.04637336168715579,0.006649816023786004,-0.00048192031224524035,0.008842605345411585,0.011074473785794844
0.3816315261358455,0.022622303480671582,-0.05521628538767713,0.3883381941845175,0.028400541303260685,-0.051831279452216245,0.006706668048671982,0.005778237822589103,0.003385005935460886,0.009477641786466838
0.40701194692064746,-0.052356930773324595,-0.0552118518780381,0.42008941991033066,-0.06533591344201735,-0.06134551510986418,0.013077472989683203,-0.012978982668692754,-0.006133663231826077,0.019418962782588974
0.4070128936607682,-0.02735982355853976,-0.05521222065626676,0.42006674873071814,-0.03402027850480753,-0.06134889240200974,0.013053855069949938,-0.006660454946267769,-0.006136671745742978,0.015887842282497667
0.40701355075396684,-0.0023566991931161492,-0.05521256720747824,0.4200761332294795,-0.002808526980836618,-0.06134622129950313,0.013062582475512674,-0.00045182778772046885,-0.00613365409202489,0.014438037325063989
0.4070152059320136,0.022640541714431913,-0.05521271956232763,0.4200151182696724,0.028427488615984795,-0.061344994054899564,0.012999912337658792,0.005786946901552882,-0.006132274492571935,0.015494878692021251
0.40701480752215463,0.047641303074729795,-0.05521544329840068,0.42007572642780583,0.059748390152148306,-0.06135183274691876,0.013060918905651198,0.012107087077418512,-0.006136389448518076,0.018836784110459914
0.4070160556086648,0.07264343635099371,-0.05521390077759727,0.42006770508137825,0.05974152718945061,-0.061356809868874984,0.013051649472713478,-0.012901909161543101,-0.0061429090912777165,0.01935303971150254
0.4323806568502861,-0.0773366606353429,-0.05520816444101207,0.4514809384082394,-0.09632989253615884,-0.06125826434493352,0.01910028155795329,-0.018993231900815935,-0.006050099903921448,0.027607378044260073
0.4323818030782956,-0.052339595332423536,-0.05520837984064856,0.4513994914825361,-0.06509902526173744,-0.061252808001803244,0.019017688404240507,-0.012759429929313906,-0.006044428161154684,0.023685663093044602
0.4323823459296268,-0.027336502352422697,-0.055208949898174355,0.45155813642791676,-0.03394203693462318,-0.06126762769234748,0.019175790498289935,-0.006605534582200482,-0.0060586777941731285,0.021167229506115333
0.4323843349630219,-0.0023390236800644774,-0.05520895387457092,0.45145160048068056,-0.0027543979911741727,-0.061274667443291374,0.019067265517658638,-0.00041537431110969534,-0.006065713568720453,0.0200131464601892
0.43238470470535234,0.02266437560145468,-0.05520938164465137,0.4513491713840313,0.028463407284212917,-0.06125085376576411,0.01896446667867896,0.005799031682758235,-0.006041472121112744,0.020731115509169805
0.4323861970990291,0.0476613101459178,-0.05520960988229038,0.45161708531789024,0.05970818761051228,-0.06127022334670876,0.019230888218861153,0.012046877464594485,-0.006060613464418378,0.02348798318073258
0.43238651127225003,0.07266483220963701,-0.05521001745571621,0.4513700825718203,0.09078924147942449,-0.06124939691426515,0.01898357129957029,0.018124409269787478,-0.006039379458548939,0.02693221667276888
0.43238731825226573,0.09766492112774625,-0.05521035013697509,0.45142613251728736,0.09084778206549815,-0.06125576834829187,0.01903881426502163,-0.006817139062248095,-0.00604541821131678,0.021106797837704812
0.45774124889423823,-0.10231716145784706,-0.05520469465334049,0.4829771066174675,-0.12733529098886803,-0.06118707010653203,0.025235857723229282,-0.025018129531020977,-0.005982375453191538,0.03603531790231583
0.45774258710103705,-0.07731970081341205,-0.055204694098967166,0.48301148102010505,-0.09618557386618808,-0.0611879367875882,0.025268893919068003,-0.018865873052776025,-0.005983242688621035,0.03209731077532056
0.457743969564183,-0.05231601420036501,-0.055204944830366094,0.482906900583599,-0.0649969176139401,-0.06118358668380072,0.02516293101941597,-0.012680903413575084,-0.005978641853434628,0.028804905264276547
0.4577448818423683,-0.02731584357367993,-0.05520526673831939,0.482994392617363,-0.033842728561585746,-0.061195627535934605,0.02524951077499471,-0.006526884987905816,-0.005990360797615217,0.026758595712546827
0.45774650697825564,-0.0023189754489281915,-0.05520549676117539,0.48300202437623485,-0.0027022542646238236,-0.061212337817399876,0.02525551739797921,-0.00038327881569563205,-0.006006841056224482,0.02596286196021031
0.4577460537599008,0.022680749085663553,-0.05520939311815053,0.483195774448426,0.02851628024921253,-0.061227915732737864,0.02544972068852519,0.005835531163548978,-0.006018522614587331,0.02679485625165766
0.4577482683155568,0.04768495647599518,-0.05520618924392756,0.4832472646180282,0.059751775455272035,-0.0612181340439808,0.025498996302471377,0.012066818979276854,-0.006011944800053237,0.028843550630790454
0.4577488421599911,0.07268488028281307,-0.055206559262217784,0.4832322402376077,0.09096310783767937,-0.06121168718070765,0.02548339807761657,0.0182782275548663,-0.0060051279184898665,0.03193052992744048
0.45774977556336494,0.0976852168172075,-0.0552068424802385,0.48331695570507227,0.12224592415805063,-0.06120885419328988,0.025567180141707335,0.024560707340843133,-0.006002011713051376,0.035957380189394574
0.45775202714383834,0.1226818442020704,-0.05520706908561682,0.48322258386540584,0.12219880887344219,-0.061200316927601264,0.025470556721567505,-0.00048303532862821463,-0.005993247841984448,0.02617062480207039
0.48309990757913057,-0.10229649608275952,-0.05520084303957892,0.5144506831651722,-0.12721906225282206,-0.06112549289731353,0.0313507755860416,-0.02492256617006254,-0.00592464985773461,0.04048588532172963
0.48310053840948186,-0.07729647809181824,-0.055201134296303196,0.5150198020623171,-0.09628234404949172,-0.06116351820775543,0.03191926365283526,-0.018985865957673487,-0.005962383911452235,0.03761452538859821
0.48310166644051095,-0.05229620783334809,-0.05520142315965249,0.5142120274075117,-0.06482172851632784,-0.061109958160668484,0.03111036096700076,-0.012525520682979747,-0.005908535001015992,0.03405369309979564
0.48310291226479146,-0.027295877769382658,-0.05520177238020369,0.5144290012501382,-0.03378335438913604,-0.061134371405080136,0.03132608898534678,-0.0064874766197533795,-0.005932599024876445,0.03253624033596501
0.48310415697417264,-0.0022994986255090244,-0.055202026919950686,0.5144190672336288,-0.0026336724733101394,-0.061145536658313605,0.03131491025945621,-0.000334173847801115,-0.005943509738362919,0.03187570524283917
0.48310499287305053,0.022704554298216162,-0.055202345785065644,0.5149713771408472,0.028599832752962337,-0.06117457769080182,0.031866384267796644,0.005895278454746175,-0.005972231905736175,0.03295281942865838
0.4831055670935602,0.04770400112686803,-0.05520318956240123,0.5145083046322992,0.0598211075704183,-0.06114327378192334,0.03140273753873907,0.012117106443550268,-0.005940084219522107,0.034179537650855886
0.4831084229968678,0.0727013870200124,-0.05520283195128604,0.5148596255278949,0.09104002386558971,-0.06115786671636689,0.03175120253102709,0.018338636845577308,-0.005955034765080851,0.037147098171641725
0.4831089793385412,0.09770099025334704,-0.05520343221125823,0.51476591589934,0.12219530323258464,-0.06115718075853161,0.031656936560798765,0.024494312979237598,-0.005953748547273381,0.04046702512544559
0.48311085932644704,0.12270177739901042,-0.055203407218190406,0.5148069277833452,0.15343386911512838,-0.061155379306358296,0.03169606845689821,0.03073209171611796,-0.0059519720881678895,0.04454804360025918
